"Calendar year","ABS remoteness area","Age group","Sex","Road user","Hospitalisations"
2014,"Major Cities","17-25","Male","Car",1204
2014,"Major Cities","17-25","Male","Heavy transport vehicle",17
2014,"Major Cities","17-25","Male","Motorcyclist",1185
2014,"Major Cities","17-25","Male","Other",196
2014,"Major Cities","17-25","Male","Pedal cyclist",466
2014,"Major Cities","26-39","Female","Car",1272
2014,"Major Cities","26-39","Female","Heavy transport vehicle",4
2014,"Major Cities","26-39","Female","Motorcyclist",160
2014,"Major Cities","26-39","Female","Other",148
2014,"Major Cities","26-39","Female","Pedal cyclist",311
2014,"Major Cities","26-39","Male","Car",1189
2014,"Major Cities","26-39","Male","Heavy transport vehicle",46
2014,"Major Cities","26-39","Male","Motorcyclist",1460
2014,"Major Cities","26-39","Male","Other",258
2014,"Major Cities","26-39","Male","Pedal cyclist",1082
2014,"Major Cities","40-64","Female","Car",1734
2014,"Major Cities","40-64","Female","Heavy transport vehicle",11
2014,"Major Cities","40-64","Female","Motorcyclist",213
2014,"Major Cities","40-64","Female","Other",288
2014,"Major Cities","40-64","Female","Pedal cyclist",433
2014,"Major Cities","40-64","Male","Car",1392
2014,"Major Cities","40-64","Male","Heavy transport vehicle",107
2014,"Major Cities","40-64","Male","Motorcyclist",1714
2014,"Major Cities","40-64","Male","Other",309
2014,"Major Cities","40-64","Male","Pedal cyclist",1627
2014,"Major Cities","65-74","Female","Car",482
2014,"Major Cities","65-74","Female","Heavy transport vehicle",3
2014,"Major Cities","65-74","Female","Motorcyclist",9
2014,"Major Cities","65-74","Female","Other",146
2014,"Major Cities","65-74","Female","Pedal cyclist",55
2014,"Major Cities","65-74","Male","Car",394
2014,"Major Cities","65-74","Male","Heavy transport vehicle",13
2014,"Major Cities","65-74","Male","Motorcyclist",131
2014,"Major Cities","65-74","Male","Other",116
2014,"Major Cities","65-74","Male","Pedal cyclist",211
2014,"Major Cities","75+","Female","Car",552
2014,"Major Cities","75+","Female","Heavy transport vehicle",3
2014,"Major Cities","75+","Female","Motorcyclist",6
2014,"Major Cities","75+","Female","Other",185
2014,"Major Cities","75+","Female","Pedal cyclist",9
2014,"Major Cities","75+","Male","Car",443
2014,"Major Cities","75+","Male","Heavy transport vehicle",1
2014,"Major Cities","75+","Male","Motorcyclist",32
2014,"Major Cities","75+","Male","Other",153
2014,"Major Cities","75+","Male","Pedal cyclist",87
2014,"Major Cities","8-16","Female","Car",181
2014,"Major Cities","8-16","Female","Motorcyclist",17
2014,"Major Cities","8-16","Female","Other",92
2014,"Major Cities","8-16","Female","Pedal cyclist",104
2014,"Major Cities","8-16","Male","Car",129
2014,"Major Cities","8-16","Male","Heavy transport vehicle",3
2014,"Major Cities","8-16","Male","Motorcyclist",155
2014,"Major Cities","8-16","Male","Other",122
2014,"Major Cities","8-16","Male","Pedal cyclist",433
2014,"Regional","0-7","Female","Car",56
2014,"Regional","0-7","Female","Motorcyclist",7
2014,"Regional","0-7","Female","Other",7
2014,"Regional","0-7","Female","Pedal cyclist",23
2014,"Regional","0-7","Male","Car",70
2014,"Regional","0-7","Male","Motorcyclist",11
2014,"Regional","0-7","Male","Other",25
2014,"Regional","0-7","Male","Pedal cyclist",47
2014,"Regional","17-25","Female","Car",634
2014,"Regional","17-25","Female","Heavy transport vehicle",2
2014,"Regional","17-25","Female","Motorcyclist",49
2014,"Regional","17-25","Female","Other",38
2014,"Regional","17-25","Female","Pedal cyclist",21
2014,"Regional","17-25","Male","Car",731
2014,"Regional","17-25","Male","Heavy transport vehicle",19
2014,"Regional","17-25","Male","Motorcyclist",638
2014,"Regional","17-25","Male","Other",88
2014,"Regional","17-25","Male","Pedal cyclist",127
2014,"Regional","26-39","Female","Car",476
2014,"Regional","26-39","Female","Heavy transport vehicle",5
2014,"Regional","26-39","Female","Motorcyclist",57
2014,"Regional","26-39","Female","Other",24
2014,"Regional","26-39","Female","Pedal cyclist",38
2014,"Regional","26-39","Male","Car",609
2014,"Regional","26-39","Male","Heavy transport vehicle",44
2014,"Regional","26-39","Male","Motorcyclist",614
2014,"Regional","26-39","Male","Other",83
2014,"Regional","26-39","Male","Pedal cyclist",141
2014,"Regional","40-64","Female","Car",665
2014,"Regional","40-64","Female","Heavy transport vehicle",5
2014,"Regional","40-64","Female","Motorcyclist",112
2014,"Regional","40-64","Female","Other",57
2014,"Regional","40-64","Female","Pedal cyclist",128
2014,"Regional","40-64","Male","Car",702
2014,"Regional","40-64","Male","Heavy transport vehicle",151
2014,"Regional","40-64","Male","Motorcyclist",899
2014,"Regional","40-64","Male","Other",88
2014,"Regional","40-64","Male","Pedal cyclist",398
2014,"Regional","65-74","Female","Car",231
2014,"Regional","65-74","Female","Heavy transport vehicle",1
2014,"Regional","65-74","Female","Motorcyclist",3
2014,"Regional","65-74","Female","Other",36
2014,"Regional","65-74","Female","Pedal cyclist",28
2014,"Regional","65-74","Male","Car",178
2014,"Regional","65-74","Male","Heavy transport vehicle",16
2014,"Regional","65-74","Male","Motorcyclist",79
2014,"Regional","65-74","Male","Other",17
2014,"Regional","65-74","Male","Pedal cyclist",84
2014,"Regional","75+","Female","Car",220
2014,"Regional","75+","Female","Motorcyclist",8
2014,"Regional","75+","Female","Other",46
2014,"Regional","75+","Female","Pedal cyclist",5
2014,"Regional","75+","Male","Car",213
2014,"Regional","75+","Male","Heavy transport vehicle",1
2014,"Regional","75+","Male","Motorcyclist",24
2014,"Regional","75+","Male","Other",38
2014,"Regional","75+","Male","Pedal cyclist",27
2014,"Regional","8-16","Female","Car",114
2014,"Regional","8-16","Female","Motorcyclist",25
2014,"Regional","8-16","Female","Other",24
2014,"Regional","8-16","Female","Pedal cyclist",58
2014,"Regional","8-16","Male","Car",103
2014,"Regional","8-16","Male","Heavy transport vehicle",1
2014,"Regional","8-16","Male","Motorcyclist",201
2014,"Regional","8-16","Male","Other",51
2014,"Regional","8-16","Male","Pedal cyclist",246
2014,"Remote","0-7","Female","Car",5
2014,"Remote","0-7","Female","Other",1
2014,"Remote","0-7","Female","Pedal cyclist",2
2014,"Remote","0-7","Male","Car",10
2014,"Remote","0-7","Male","Motorcyclist",2
2014,"Remote","0-7","Male","Other",8
2014,"Remote","0-7","Male","Pedal cyclist",3
2014,"Remote","17-25","Female","Car",78
2014,"Remote","17-25","Female","Motorcyclist",11
2014,"Remote","17-25","Female","Other",8
2014,"Remote","17-25","Male","Car",109
2014,"Remote","17-25","Male","Heavy transport vehicle",3
2014,"Remote","17-25","Male","Motorcyclist",75
2014,"Remote","17-25","Male","Other",7
2014,"Remote","17-25","Male","Pedal cyclist",5
2014,"Remote","26-39","Female","Car",62
2014,"Remote","26-39","Female","Motorcyclist",8
2014,"Remote","26-39","Female","Other",12
2014,"Remote","26-39","Female","Pedal cyclist",11
2014,"Remote","26-39","Male","Car",90
2014,"Remote","26-39","Male","Heavy transport vehicle",7
2014,"Remote","26-39","Male","Motorcyclist",71
2014,"Remote","26-39","Male","Other",17
2014,"Remote","26-39","Male","Pedal cyclist",10
2014,"Remote","40-64","Female","Car",89
2014,"Remote","40-64","Female","Heavy transport vehicle",2
2014,"Remote","40-64","Female","Motorcyclist",6
2014,"Remote","40-64","Female","Other",9
2014,"Remote","40-64","Female","Pedal cyclist",6
2014,"Remote","40-64","Male","Car",78
2014,"Remote","40-64","Male","Heavy transport vehicle",9
2014,"Remote","40-64","Male","Motorcyclist",65
2014,"Remote","40-64","Male","Other",10
2014,"Remote","40-64","Male","Pedal cyclist",19
2014,"Remote","65-74","Female","Car",16
2014,"Remote","65-74","Female","Other",4
2014,"Remote","65-74","Female","Pedal cyclist",1
2014,"Remote","65-74","Male","Car",17
2014,"Remote","65-74","Male","Motorcyclist",6
2014,"Remote","65-74","Male","Other",1
2014,"Remote","65-74","Male","Pedal cyclist",5
2014,"Remote","75+","Female","Car",6
2014,"Remote","75+","Female","Other",3
2014,"Remote","75+","Male","Car",19
2014,"Remote","75+","Male","Heavy transport vehicle",1
2014,"Remote","75+","Male","Other",2
2014,"Remote","8-16","Female","Car",18
2014,"Remote","8-16","Female","Heavy transport vehicle",1
2014,"Remote","8-16","Female","Motorcyclist",13
2014,"Remote","8-16","Female","Other",3
2014,"Remote","8-16","Female","Pedal cyclist",5
2014,"Remote","8-16","Male","Car",19
2014,"Remote","8-16","Male","Motorcyclist",40
2014,"Remote","8-16","Male","Other",4
2014,"Remote","8-16","Male","Pedal cyclist",27
2015,"Major Cities","0-7","Female","Car",111
2015,"Major Cities","0-7","Female","Motorcyclist",5
2015,"Major Cities","0-7","Female","Other",35
2015,"Major Cities","0-7","Female","Pedal cyclist",36
2015,"Major Cities","0-7","Male","Car",99
2015,"Major Cities","0-7","Male","Motorcyclist",10
2015,"Major Cities","0-7","Male","Other",57
2015,"Major Cities","0-7","Male","Pedal cyclist",96
2015,"Major Cities","17-25","Female","Car",1403
2015,"Major Cities","17-25","Female","Heavy transport vehicle",3
2015,"Major Cities","17-25","Female","Motorcyclist",133
2015,"Major Cities","17-25","Female","Other",166
2015,"Major Cities","17-25","Female","Pedal cyclist",130
2015,"Major Cities","17-25","Male","Car",1300
2015,"Major Cities","17-25","Male","Heavy transport vehicle",13
2015,"Major Cities","17-25","Male","Motorcyclist",1135
2015,"Major Cities","17-25","Male","Other",207
2015,"Major Cities","17-25","Male","Pedal cyclist",439
2015,"Major Cities","26-39","Female","Car",1433
2015,"Major Cities","26-39","Female","Heavy transport vehicle",2
2015,"Major Cities","26-39","Female","Motorcyclist",165
2015,"Major Cities","26-39","Female","Other",156
2015,"Major Cities","26-39","Female","Pedal cyclist",292
2015,"Major Cities","26-39","Male","Car",1360
2015,"Major Cities","26-39","Male","Heavy transport vehicle",62
2015,"Major Cities","26-39","Male","Motorcyclist",1431
2015,"Major Cities","26-39","Male","Other",263
2015,"Major Cities","26-39","Male","Pedal cyclist",962
2015,"Major Cities","40-64","Female","Car",1812
2015,"Major Cities","40-64","Female","Heavy transport vehicle",2
2015,"Major Cities","40-64","Female","Motorcyclist",206
2015,"Major Cities","40-64","Female","Other",265
2015,"Major Cities","40-64","Female","Pedal cyclist",430
2015,"Major Cities","40-64","Male","Car",1470
2015,"Major Cities","40-64","Male","Heavy transport vehicle",126
2015,"Major Cities","40-64","Male","Motorcyclist",1771
2015,"Major Cities","40-64","Male","Other",323
2015,"Major Cities","40-64","Male","Pedal cyclist",1730
2015,"Major Cities","65-74","Female","Car",553
2015,"Major Cities","65-74","Female","Motorcyclist",11
2015,"Major Cities","65-74","Female","Other",138
2015,"Major Cities","65-74","Female","Pedal cyclist",72
2015,"Major Cities","65-74","Male","Car",396
2015,"Major Cities","65-74","Male","Heavy transport vehicle",8
2015,"Major Cities","65-74","Male","Motorcyclist",125
2015,"Major Cities","65-74","Male","Other",111
2015,"Major Cities","65-74","Male","Pedal cyclist",246
2015,"Major Cities","75+","Female","Car",640
2015,"Major Cities","75+","Female","Motorcyclist",3
2015,"Major Cities","75+","Female","Other",193
2015,"Major Cities","75+","Female","Pedal cyclist",12
2015,"Major Cities","75+","Male","Car",464
2015,"Major Cities","75+","Male","Heavy transport vehicle",2
2015,"Major Cities","75+","Male","Motorcyclist",35
2015,"Major Cities","75+","Male","Other",164
2015,"Major Cities","75+","Male","Pedal cyclist",84
2015,"Major Cities","8-16","Female","Car",215
2015,"Major Cities","8-16","Female","Motorcyclist",30
2015,"Major Cities","8-16","Female","Other",86
2015,"Major Cities","8-16","Female","Pedal cyclist",89
2015,"Major Cities","8-16","Male","Car",185
2015,"Major Cities","8-16","Male","Heavy transport vehicle",1
2015,"Major Cities","8-16","Male","Motorcyclist",153
2015,"Major Cities","8-16","Male","Other",124
2015,"Major Cities","8-16","Male","Pedal cyclist",480
2015,"Regional","0-7","Female","Car",66
2015,"Regional","0-7","Female","Heavy transport vehicle",1
2015,"Regional","0-7","Female","Motorcyclist",3
2015,"Regional","0-7","Female","Other",14
2015,"Regional","0-7","Female","Pedal cyclist",28
2015,"Regional","0-7","Male","Car",55
2015,"Regional","0-7","Male","Motorcyclist",10
2015,"Regional","0-7","Male","Other",12
2015,"Regional","0-7","Male","Pedal cyclist",49
2015,"Regional","17-25","Female","Car",606
2015,"Regional","17-25","Female","Heavy transport vehicle",1
2015,"Regional","17-25","Female","Motorcyclist",54
2015,"Regional","17-25","Female","Other",17
2015,"Regional","17-25","Female","Pedal cyclist",19
2015,"Regional","17-25","Male","Car",763
2015,"Regional","17-25","Male","Heavy transport vehicle",21
2015,"Regional","17-25","Male","Motorcyclist",623
2015,"Regional","17-25","Male","Other",66
2015,"Regional","17-25","Male","Pedal cyclist",108
2015,"Regional","26-39","Female","Car",546
2015,"Regional","26-39","Female","Heavy transport vehicle",1
2015,"Regional","26-39","Female","Motorcyclist",64
2015,"Regional","26-39","Female","Other",19
2015,"Regional","26-39","Female","Pedal cyclist",45
2015,"Regional","26-39","Male","Car",624
2015,"Regional","26-39","Male","Heavy transport vehicle",60
2015,"Regional","26-39","Male","Motorcyclist",552
2015,"Regional","26-39","Male","Other",69
2015,"Regional","26-39","Male","Pedal cyclist",175
2015,"Regional","40-64","Female","Car",758
2015,"Regional","40-64","Female","Heavy transport vehicle",4
2015,"Regional","40-64","Female","Motorcyclist",108
2015,"Regional","40-64","Female","Other",46
2015,"Regional","40-64","Female","Pedal cyclist",118
2015,"Regional","40-64","Male","Car",765
2015,"Regional","40-64","Male","Heavy transport vehicle",151
2015,"Regional","40-64","Male","Motorcyclist",898
2015,"Regional","40-64","Male","Other",127
2015,"Regional","40-64","Male","Pedal cyclist",386
2015,"Regional","65-74","Female","Car",273
2015,"Regional","65-74","Female","Heavy transport vehicle",0
2015,"Regional","65-74","Female","Motorcyclist",8
2015,"Regional","65-74","Female","Other",28
2015,"Regional","65-74","Female","Pedal cyclist",22
2015,"Regional","65-74","Male","Car",198
2015,"Regional","65-74","Male","Heavy transport vehicle",17
2015,"Regional","65-74","Male","Motorcyclist",75
2015,"Regional","65-74","Male","Other",26
2015,"Regional","65-74","Male","Pedal cyclist",53
2015,"Regional","75+","Female","Car",257
2015,"Regional","75+","Female","Motorcyclist",25
2015,"Regional","75+","Female","Other",58
2015,"Regional","75+","Female","Pedal cyclist",3
2015,"Regional","75+","Male","Car",241
2015,"Regional","75+","Male","Heavy transport vehicle",2
2015,"Regional","75+","Male","Motorcyclist",22
2015,"Regional","75+","Male","Other",46
2015,"Regional","75+","Male","Pedal cyclist",40
2015,"Regional","8-16","Female","Car",146
2015,"Regional","8-16","Female","Heavy transport vehicle",2
2015,"Regional","8-16","Female","Motorcyclist",21
2015,"Regional","8-16","Female","Other",24
2015,"Regional","8-16","Female","Pedal cyclist",56
2015,"Regional","8-16","Male","Car",128
2015,"Regional","8-16","Male","Heavy transport vehicle",5
2015,"Regional","8-16","Male","Motorcyclist",218
2015,"Regional","8-16","Male","Other",44
2015,"Regional","8-16","Male","Pedal cyclist",274
2015,"Remote","0-7","Female","Car",11
2015,"Remote","0-7","Female","Motorcyclist",2
2015,"Remote","0-7","Female","Other",2
2015,"Remote","0-7","Female","Pedal cyclist",1
2015,"Remote","0-7","Male","Car",10
2015,"Remote","0-7","Male","Heavy transport vehicle",1
2015,"Remote","0-7","Male","Motorcyclist",5
2015,"Remote","0-7","Male","Other",4
2015,"Remote","0-7","Male","Pedal cyclist",9
2015,"Remote","17-25","Female","Car",49
2015,"Remote","17-25","Female","Motorcyclist",5
2015,"Remote","17-25","Female","Other",7
2015,"Remote","17-25","Female","Pedal cyclist",2
2015,"Remote","17-25","Male","Car",106
2015,"Remote","17-25","Male","Motorcyclist",74
2015,"Remote","17-25","Male","Other",10
2015,"Remote","17-25","Male","Pedal cyclist",12
2015,"Remote","26-39","Female","Car",70
2015,"Remote","26-39","Female","Motorcyclist",5
2015,"Remote","26-39","Female","Other",15
2015,"Remote","26-39","Female","Pedal cyclist",10
2015,"Remote","26-39","Male","Car",103
2015,"Remote","26-39","Male","Heavy transport vehicle",5
2015,"Remote","26-39","Male","Motorcyclist",64
2015,"Remote","26-39","Male","Other",26
2015,"Remote","26-39","Male","Pedal cyclist",16
2015,"Remote","40-64","Female","Car",80
2015,"Remote","40-64","Female","Heavy transport vehicle",0
2015,"Remote","40-64","Female","Motorcyclist",9
2015,"Remote","40-64","Female","Other",21
2015,"Remote","40-64","Female","Pedal cyclist",7
2015,"Remote","40-64","Male","Car",95
2015,"Remote","40-64","Male","Heavy transport vehicle",9
2015,"Remote","40-64","Male","Motorcyclist",78
2015,"Remote","40-64","Male","Other",20
2015,"Remote","40-64","Male","Pedal cyclist",26
2015,"Remote","40-64","intersex or indeterminate or missing","Car",1
2015,"Remote","65-74","Female","Car",10
2015,"Remote","65-74","Female","Motorcyclist",1
2015,"Remote","65-74","Female","Other",1
2015,"Remote","65-74","Female","Pedal cyclist",1
2015,"Remote","65-74","Male","Car",16
2015,"Remote","65-74","Male","Heavy transport vehicle",1
2015,"Remote","65-74","Male","Motorcyclist",5
2015,"Remote","65-74","Male","Other",2
2015,"Remote","65-74","Male","Pedal cyclist",2
2015,"Remote","75+","Female","Car",8
2015,"Remote","75+","Male","Car",5
2015,"Remote","75+","Male","Motorcyclist",1
2015,"Remote","75+","Male","Other",2
2015,"Remote","8-16","Female","Car",21
2015,"Remote","8-16","Female","Motorcyclist",6
2015,"Remote","8-16","Female","Other",2
2015,"Remote","8-16","Female","Pedal cyclist",9
2015,"Remote","8-16","Male","Car",17
2015,"Remote","8-16","Male","Motorcyclist",37
2015,"Remote","8-16","Male","Pedal cyclist",22
2016,"Major Cities","0-7","Female","Car",94
2016,"Major Cities","0-7","Female","Motorcyclist",1
2016,"Major Cities","0-7","Female","Other",41
2016,"Major Cities","0-7","Female","Pedal cyclist",41
2016,"Major Cities","0-7","Male","Car",97
2016,"Major Cities","0-7","Male","Motorcyclist",3
2016,"Major Cities","0-7","Male","Other",58
2016,"Major Cities","0-7","Male","Pedal cyclist",95
2016,"Major Cities","17-25","Female","Car",1504
2016,"Major Cities","17-25","Female","Heavy transport vehicle",2
2016,"Major Cities","17-25","Female","Motorcyclist",139
2016,"Major Cities","17-25","Female","Other",166
2016,"Major Cities","17-25","Female","Pedal cyclist",121
2016,"Major Cities","17-25","Male","Car",1463
2016,"Major Cities","17-25","Male","Heavy transport vehicle",15
2016,"Major Cities","17-25","Male","Motorcyclist",1225
2016,"Major Cities","17-25","Male","Other",219
2016,"Major Cities","17-25","Male","Pedal cyclist",417
2016,"Major Cities","26-39","Female","Car",1612
2016,"Major Cities","26-39","Female","Heavy transport vehicle",1
2016,"Major Cities","26-39","Female","Motorcyclist",160
2016,"Major Cities","26-39","Female","Other",191
2016,"Major Cities","26-39","Female","Pedal cyclist",285
2016,"Major Cities","26-39","Male","Car",1526
2016,"Major Cities","26-39","Male","Heavy transport vehicle",49
2016,"Major Cities","26-39","Male","Motorcyclist",1550
2016,"Major Cities","26-39","Male","Other",271
2016,"Major Cities","26-39","Male","Pedal cyclist",986
2016,"Major Cities","40-64","Female","Car",2013
2016,"Major Cities","40-64","Female","Heavy transport vehicle",5
2016,"Major Cities","40-64","Female","Motorcyclist",233
2016,"Major Cities","40-64","Female","Other",344
2016,"Major Cities","40-64","Female","Pedal cyclist",470
2016,"Major Cities","40-64","Male","Car",1651
2016,"Major Cities","40-64","Male","Heavy transport vehicle",131
2016,"Major Cities","40-64","Male","Motorcyclist",1835
2016,"Major Cities","40-64","Male","Other",363
2016,"Major Cities","40-64","Male","Pedal cyclist",1743
2016,"Major Cities","65-74","Female","Car",589
2016,"Major Cities","65-74","Female","Heavy transport vehicle",2
2016,"Major Cities","65-74","Female","Motorcyclist",12
2016,"Major Cities","65-74","Female","Other",127
2016,"Major Cities","65-74","Female","Pedal cyclist",56
2016,"Major Cities","65-74","Male","Car",433
2016,"Major Cities","65-74","Male","Heavy transport vehicle",16
2016,"Major Cities","65-74","Male","Motorcyclist",142
2016,"Major Cities","65-74","Male","Other",111
2016,"Major Cities","65-74","Male","Pedal cyclist",302
2016,"Major Cities","75+","Female","Car",607
2016,"Major Cities","75+","Female","Heavy transport vehicle",2
2016,"Major Cities","75+","Female","Motorcyclist",7
2016,"Major Cities","75+","Female","Other",193
2016,"Major Cities","75+","Female","Pedal cyclist",22
2016,"Major Cities","75+","Male","Car",498
2016,"Major Cities","75+","Male","Heavy transport vehicle",2
2016,"Major Cities","75+","Male","Motorcyclist",45
2016,"Major Cities","75+","Male","Other",159
2016,"Major Cities","75+","Male","Pedal cyclist",88
2016,"Major Cities","8-16","Female","Car",201
2016,"Major Cities","8-16","Female","Motorcyclist",18
2016,"Major Cities","8-16","Female","Other",90
2016,"Major Cities","8-16","Female","Pedal cyclist",118
2016,"Major Cities","8-16","Male","Car",187
2016,"Major Cities","8-16","Male","Heavy transport vehicle",1
2016,"Major Cities","8-16","Male","Motorcyclist",133
2016,"Major Cities","8-16","Male","Other",164
2016,"Major Cities","8-16","Male","Pedal cyclist",540
2016,"Regional","0-7","Female","Car",71
2016,"Regional","0-7","Female","Heavy transport vehicle",1
2016,"Regional","0-7","Female","Motorcyclist",7
2016,"Regional","0-7","Female","Other",16
2016,"Regional","0-7","Female","Pedal cyclist",16
2016,"Regional","0-7","Male","Car",52
2016,"Regional","0-7","Male","Heavy transport vehicle",1
2016,"Regional","0-7","Male","Motorcyclist",12
2016,"Regional","0-7","Male","Other",19
2016,"Regional","0-7","Male","Pedal cyclist",40
2016,"Regional","17-25","Female","Car",702
2016,"Regional","17-25","Female","Heavy transport vehicle",2
2016,"Regional","17-25","Female","Motorcyclist",57
2016,"Regional","17-25","Female","Other",35
2016,"Regional","17-25","Female","Pedal cyclist",16
2016,"Regional","17-25","Male","Car",841
2016,"Regional","17-25","Male","Heavy transport vehicle",21
2016,"Regional","17-25","Male","Motorcyclist",655
2016,"Regional","17-25","Male","Other",79
2016,"Regional","17-25","Male","Pedal cyclist",119
2016,"Regional","26-39","Female","Car",558
2016,"Regional","26-39","Female","Heavy transport vehicle",3
2016,"Regional","26-39","Female","Motorcyclist",61
2016,"Regional","26-39","Female","Other",36
2016,"Regional","26-39","Female","Pedal cyclist",42
2016,"Regional","26-39","Male","Car",615
2016,"Regional","26-39","Male","Heavy transport vehicle",41
2016,"Regional","26-39","Male","Motorcyclist",543
2016,"Regional","26-39","Male","Other",72
2016,"Regional","26-39","Male","Pedal cyclist",163
2016,"Regional","40-64","Female","Car",717
2016,"Regional","40-64","Female","Heavy transport vehicle",3
2016,"Regional","40-64","Female","Motorcyclist",109
2016,"Regional","40-64","Female","Other",42
2016,"Regional","40-64","Female","Pedal cyclist",168
2016,"Regional","40-64","Male","Car",773
2016,"Regional","40-64","Male","Heavy transport vehicle",140
2016,"Regional","40-64","Male","Motorcyclist",831
2016,"Regional","40-64","Male","Other",114
2016,"Regional","40-64","Male","Pedal cyclist",378
2016,"Regional","65-74","Female","Car",266
2016,"Regional","65-74","Female","Motorcyclist",13
2016,"Regional","65-74","Female","Other",28
2016,"Regional","65-74","Female","Pedal cyclist",26
2016,"Regional","65-74","Male","Car",194
2016,"Regional","65-74","Male","Heavy transport vehicle",16
2016,"Regional","65-74","Male","Motorcyclist",89
2016,"Regional","65-74","Male","Other",38
2016,"Regional","65-74","Male","Pedal cyclist",80
2016,"Regional","75+","Female","Car",281
2016,"Regional","75+","Female","Motorcyclist",0
2016,"Regional","75+","Female","Other",41
2016,"Regional","75+","Female","Pedal cyclist",6
2016,"Regional","75+","Male","Car",264
2016,"Regional","75+","Male","Heavy transport vehicle",4
2016,"Regional","75+","Male","Motorcyclist",32
2016,"Regional","75+","Male","Other",40
2016,"Regional","75+","Male","Pedal cyclist",31
2016,"Regional","8-16","Female","Car",128
2016,"Regional","8-16","Female","Motorcyclist",30
2016,"Regional","8-16","Female","Other",27
2016,"Regional","8-16","Female","Pedal cyclist",58
2016,"Regional","8-16","Male","Car",116
2016,"Regional","8-16","Male","Heavy transport vehicle",1
2016,"Regional","8-16","Male","Motorcyclist",192
2016,"Regional","8-16","Male","Other",45
2016,"Regional","8-16","Male","Pedal cyclist",227
2016,"Remote","0-7","Female","Car",9
2016,"Remote","0-7","Female","Motorcyclist",2
2016,"Remote","0-7","Female","Other",1
2016,"Remote","0-7","Female","Pedal cyclist",2
2016,"Remote","0-7","Male","Car",15
2016,"Remote","0-7","Male","Motorcyclist",1
2016,"Remote","0-7","Male","Other",4
2016,"Remote","0-7","Male","Pedal cyclist",7
2016,"Remote","17-25","Female","Car",68
2016,"Remote","17-25","Female","Heavy transport vehicle",1
2016,"Remote","17-25","Female","Motorcyclist",11
2016,"Remote","17-25","Female","Other",4
2016,"Remote","17-25","Female","Pedal cyclist",4
2016,"Remote","17-25","Male","Car",110
2016,"Remote","17-25","Male","Heavy transport vehicle",1
2016,"Remote","17-25","Male","Motorcyclist",77
2016,"Remote","17-25","Male","Other",9
2016,"Remote","17-25","Male","Pedal cyclist",5
2016,"Remote","26-39","Female","Car",78
2016,"Remote","26-39","Female","Motorcyclist",11
2016,"Remote","26-39","Female","Other",8
2016,"Remote","26-39","Female","Pedal cyclist",7
2016,"Remote","26-39","Male","Car",83
2016,"Remote","26-39","Male","Heavy transport vehicle",3
2016,"Remote","26-39","Male","Motorcyclist",62
2016,"Remote","26-39","Male","Other",19
2016,"Remote","26-39","Male","Pedal cyclist",10
2016,"Remote","40-64","Female","Car",74
2016,"Remote","40-64","Female","Heavy transport vehicle",1
2016,"Remote","40-64","Female","Motorcyclist",9
2016,"Remote","40-64","Female","Other",12
2016,"Remote","40-64","Female","Pedal cyclist",9
2016,"Remote","40-64","Male","Car",78
2016,"Remote","40-64","Male","Heavy transport vehicle",10
2016,"Remote","40-64","Male","Motorcyclist",60
2016,"Remote","40-64","Male","Other",19
2016,"Remote","40-64","Male","Pedal cyclist",15
2016,"Remote","65-74","Female","Car",13
2016,"Remote","65-74","Female","Motorcyclist",1
2016,"Remote","65-74","Female","Other",2
2016,"Remote","65-74","Female","Pedal cyclist",1
2016,"Remote","65-74","Male","Car",17
2016,"Remote","65-74","Male","Heavy transport vehicle",2
2016,"Remote","65-74","Male","Motorcyclist",2
2016,"Remote","65-74","Male","Other",1
2016,"Remote","65-74","Male","Pedal cyclist",4
2016,"Remote","75+","Female","Car",6
2016,"Remote","75+","Male","Car",13
2016,"Remote","75+","Male","Heavy transport vehicle",1
2016,"Remote","75+","Male","Other",3
2016,"Remote","75+","Male","Pedal cyclist",2
2016,"Remote","8-16","Female","Car",10
2016,"Remote","8-16","Female","Motorcyclist",6
2016,"Remote","8-16","Female","Other",4
2016,"Remote","8-16","Female","Pedal cyclist",7
2016,"Remote","8-16","Male","Car",33
2016,"Remote","8-16","Male","Motorcyclist",44
2016,"Remote","8-16","Male","Other",7
2016,"Remote","8-16","Male","Pedal cyclist",38
2017,"Major Cities","0-7","Female","Car",107
2017,"Major Cities","0-7","Female","Heavy transport vehicle",1
2017,"Major Cities","0-7","Female","Motorcyclist",5
2017,"Major Cities","0-7","Female","Other",36
2017,"Major Cities","0-7","Female","Pedal cyclist",39
2017,"Major Cities","0-7","Male","Car",97
2017,"Major Cities","0-7","Male","Motorcyclist",14
2017,"Major Cities","0-7","Male","Other",64
2017,"Major Cities","0-7","Male","Pedal cyclist",88
2017,"Major Cities","17-25","Female","Car",1527
2017,"Major Cities","17-25","Female","Heavy transport vehicle",3
2017,"Major Cities","17-25","Female","Motorcyclist",121
2017,"Major Cities","17-25","Female","Other",152
2017,"Major Cities","17-25","Female","Pedal cyclist",135
2017,"Major Cities","17-25","Male","Car",1398
2017,"Major Cities","17-25","Male","Heavy transport vehicle",31
2017,"Major Cities","17-25","Male","Motorcyclist",1231
2017,"Major Cities","17-25","Male","Other",210
2017,"Major Cities","17-25","Male","Pedal cyclist",459
2017,"Major Cities","26-39","Female","Car",1591
