"Calendar year","ABS remoteness area","Age group","Sex","Road user","Hospitalisations"
2017,"Major Cities","26-39","Female","Heavy transport vehicle",1
2017,"Major Cities","26-39","Female","Motorcyclist",156
2017,"Major Cities","26-39","Female","Other",181
2017,"Major Cities","26-39","Female","Pedal cyclist",292
2017,"Major Cities","26-39","Male","Car",1535
2017,"Major Cities","26-39","Male","Heavy transport vehicle",69
2017,"Major Cities","26-39","Male","Motorcyclist",1556
2017,"Major Cities","26-39","Male","Other",246
2017,"Major Cities","26-39","Male","Pedal cyclist",987
2017,"Major Cities","40-64","Female","Car",2008
2017,"Major Cities","40-64","Female","Heavy transport vehicle",5
2017,"Major Cities","40-64","Female","Motorcyclist",220
2017,"Major Cities","40-64","Female","Other",300
2017,"Major Cities","40-64","Female","Pedal cyclist",473
2017,"Major Cities","40-64","Male","Car",1580
2017,"Major Cities","40-64","Male","Heavy transport vehicle",115
2017,"Major Cities","40-64","Male","Motorcyclist",1860
2017,"Major Cities","40-64","Male","Other",378
2017,"Major Cities","40-64","Male","Pedal cyclist",1840
2017,"Major Cities","65-74","Female","Car",588
2017,"Major Cities","65-74","Female","Heavy transport vehicle",2
2017,"Major Cities","65-74","Female","Motorcyclist",21
2017,"Major Cities","65-74","Female","Other",133
2017,"Major Cities","65-74","Female","Pedal cyclist",84
2017,"Major Cities","65-74","Male","Car",380
2017,"Major Cities","65-74","Male","Heavy transport vehicle",9
2017,"Major Cities","65-74","Male","Motorcyclist",169
2017,"Major Cities","65-74","Male","Other",115
2017,"Major Cities","65-74","Male","Pedal cyclist",259
2017,"Major Cities","75+","Female","Car",628
2017,"Major Cities","75+","Female","Heavy transport vehicle",7
2017,"Major Cities","75+","Female","Motorcyclist",6
2017,"Major Cities","75+","Female","Other",184
2017,"Major Cities","75+","Female","Pedal cyclist",14
2017,"Major Cities","75+","Male","Car",494
2017,"Major Cities","75+","Male","Heavy transport vehicle",0
2017,"Major Cities","75+","Male","Motorcyclist",42
2017,"Major Cities","75+","Male","Other",150
2017,"Major Cities","75+","Male","Pedal cyclist",104
2017,"Major Cities","8-16","Female","Car",226
2017,"Major Cities","8-16","Female","Motorcyclist",21
2017,"Major Cities","8-16","Female","Other",101
2017,"Major Cities","8-16","Female","Pedal cyclist",96
2017,"Major Cities","8-16","Male","Car",183
2017,"Major Cities","8-16","Male","Heavy transport vehicle",1
2017,"Major Cities","8-16","Male","Motorcyclist",138
2017,"Major Cities","8-16","Male","Other",138
2017,"Major Cities","8-16","Male","Pedal cyclist",539
2017,"Regional","0-7","Female","Car",73
2017,"Regional","0-7","Female","Motorcyclist",4
2017,"Regional","0-7","Female","Other",14
2017,"Regional","0-7","Female","Pedal cyclist",19
2017,"Regional","0-7","Male","Car",69
2017,"Regional","0-7","Male","Motorcyclist",8
2017,"Regional","0-7","Male","Other",20
2017,"Regional","0-7","Male","Pedal cyclist",40
2017,"Regional","17-25","Female","Car",718
2017,"Regional","17-25","Female","Motorcyclist",53
2017,"Regional","17-25","Female","Other",29
2017,"Regional","17-25","Female","Pedal cyclist",23
2017,"Regional","17-25","Male","Car",837
2017,"Regional","17-25","Male","Heavy transport vehicle",23
2017,"Regional","17-25","Male","Motorcyclist",620
2017,"Regional","17-25","Male","Other",75
2017,"Regional","17-25","Male","Pedal cyclist",107
2017,"Regional","26-39","Female","Car",549
2017,"Regional","26-39","Female","Heavy transport vehicle",1
2017,"Regional","26-39","Female","Motorcyclist",56
2017,"Regional","26-39","Female","Other",30
2017,"Regional","26-39","Female","Pedal cyclist",41
2017,"Regional","26-39","Male","Car",629
2017,"Regional","26-39","Male","Heavy transport vehicle",42
2017,"Regional","26-39","Male","Motorcyclist",580
2017,"Regional","26-39","Male","Other",67
2017,"Regional","26-39","Male","Pedal cyclist",167
2017,"Regional","40-64","Female","Car",800
2017,"Regional","40-64","Female","Heavy transport vehicle",8
2017,"Regional","40-64","Female","Motorcyclist",112
2017,"Regional","40-64","Female","Other",72
2017,"Regional","40-64","Female","Pedal cyclist",138
2017,"Regional","40-64","Male","Car",809
2017,"Regional","40-64","Male","Heavy transport vehicle",152
2017,"Regional","40-64","Male","Motorcyclist",920
2017,"Regional","40-64","Male","Other",91
2017,"Regional","40-64","Male","Pedal cyclist",371
2017,"Regional","65-74","Female","Car",283
2017,"Regional","65-74","Female","Heavy transport vehicle",1
2017,"Regional","65-74","Female","Motorcyclist",12
2017,"Regional","65-74","Female","Other",44
2017,"Regional","65-74","Female","Pedal cyclist",33
2017,"Regional","65-74","Male","Car",237
2017,"Regional","65-74","Male","Heavy transport vehicle",27
2017,"Regional","65-74","Male","Motorcyclist",119
2017,"Regional","65-74","Male","Other",27
2017,"Regional","65-74","Male","Pedal cyclist",98
2017,"Regional","75+","Female","Car",295
2017,"Regional","75+","Female","Motorcyclist",3
2017,"Regional","75+","Female","Other",46
2017,"Regional","75+","Female","Pedal cyclist",6
2017,"Regional","75+","Male","Car",244
2017,"Regional","75+","Male","Heavy transport vehicle",0
2017,"Regional","75+","Male","Motorcyclist",31
2017,"Regional","75+","Male","Other",35
2017,"Regional","75+","Male","Pedal cyclist",30
2017,"Regional","8-16","Female","Car",136
2017,"Regional","8-16","Female","Heavy transport vehicle",1
2017,"Regional","8-16","Female","Motorcyclist",25
2017,"Regional","8-16","Female","Other",28
2017,"Regional","8-16","Female","Pedal cyclist",44
2017,"Regional","8-16","Male","Car",112
2017,"Regional","8-16","Male","Heavy transport vehicle",1
2017,"Regional","8-16","Male","Motorcyclist",204
2017,"Regional","8-16","Male","Other",47
2017,"Regional","8-16","Male","Pedal cyclist",275
2017,"Remote","0-7","Female","Car",8
2017,"Remote","0-7","Female","Motorcyclist",2
2017,"Remote","0-7","Female","Other",5
2017,"Remote","0-7","Male","Car",6
2017,"Remote","0-7","Male","Motorcyclist",2
2017,"Remote","0-7","Male","Other",1
2017,"Remote","0-7","Male","Pedal cyclist",4
2017,"Remote","17-25","Female","Car",68
2017,"Remote","17-25","Female","Heavy transport vehicle",1
2017,"Remote","17-25","Female","Motorcyclist",8
2017,"Remote","17-25","Female","Other",5
2017,"Remote","17-25","Male","Car",82
2017,"Remote","17-25","Male","Heavy transport vehicle",1
2017,"Remote","17-25","Male","Motorcyclist",68
2017,"Remote","17-25","Male","Other",11
2017,"Remote","17-25","Male","Pedal cyclist",8
2017,"Remote","26-39","Female","Car",46
2017,"Remote","26-39","Female","Motorcyclist",7
2017,"Remote","26-39","Female","Other",16
2017,"Remote","26-39","Female","Pedal cyclist",2
2017,"Remote","26-39","Male","Car",77
2017,"Remote","26-39","Male","Heavy transport vehicle",3
2017,"Remote","26-39","Male","Motorcyclist",64
2017,"Remote","26-39","Male","Other",16
2017,"Remote","26-39","Male","Pedal cyclist",11
2017,"Remote","40-64","Female","Car",55
2017,"Remote","40-64","Female","Heavy transport vehicle",2
2017,"Remote","40-64","Female","Motorcyclist",7
2017,"Remote","40-64","Female","Other",16
2017,"Remote","40-64","Female","Pedal cyclist",10
2017,"Remote","40-64","Male","Car",100
2017,"Remote","40-64","Male","Heavy transport vehicle",10
2017,"Remote","40-64","Male","Motorcyclist",60
2017,"Remote","40-64","Male","Other",26
2017,"Remote","40-64","Male","Pedal cyclist",22
2017,"Remote","65-74","Female","Car",9
2017,"Remote","65-74","Female","Motorcyclist",1
2017,"Remote","65-74","Female","Other",1
2017,"Remote","65-74","Male","Car",15
2017,"Remote","65-74","Male","Heavy transport vehicle",1
2017,"Remote","65-74","Male","Motorcyclist",7
2017,"Remote","65-74","Male","Other",3
2017,"Remote","65-74","Male","Pedal cyclist",2
2017,"Remote","75+","Female","Car",9
2017,"Remote","75+","Female","Other",4
2017,"Remote","75+","Male","Car",16
2017,"Remote","75+","Male","Motorcyclist",1
2017,"Remote","75+","Male","Other",3
2017,"Remote","8-16","Female","Car",18
2017,"Remote","8-16","Female","Motorcyclist",9
2017,"Remote","8-16","Female","Other",3
2017,"Remote","8-16","Female","Pedal cyclist",6
2017,"Remote","8-16","Male","Car",16
2017,"Remote","8-16","Male","Motorcyclist",44
2017,"Remote","8-16","Male","Other",1
2017,"Remote","8-16","Male","Pedal cyclist",27
2018,"Major Cities","0-7","Female","Car",92
2018,"Major Cities","0-7","Female","Motorcyclist",3
2018,"Major Cities","0-7","Female","Other",33
2018,"Major Cities","0-7","Female","Pedal cyclist",39
2018,"Major Cities","0-7","Male","Car",109
2018,"Major Cities","0-7","Male","Heavy transport vehicle",1
2018,"Major Cities","0-7","Male","Motorcyclist",11
2018,"Major Cities","0-7","Male","Other",65
2018,"Major Cities","0-7","Male","Pedal cyclist",79
2018,"Major Cities","17-25","Female","Car",1521
2018,"Major Cities","17-25","Female","Heavy transport vehicle",2
2018,"Major Cities","17-25","Female","Motorcyclist",119
2018,"Major Cities","17-25","Female","Other",135
2018,"Major Cities","17-25","Female","Pedal cyclist",115
2018,"Major Cities","17-25","Male","Car",1395
2018,"Major Cities","17-25","Male","Heavy transport vehicle",25
2018,"Major Cities","17-25","Male","Motorcyclist",1124
2018,"Major Cities","17-25","Male","Other",222
2018,"Major Cities","17-25","Male","Pedal cyclist",415
2018,"Major Cities","17-25","intersex or indeterminate or missing","Pedal cyclist",1
2018,"Major Cities","26-39","Female","Car",1604
2018,"Major Cities","26-39","Female","Heavy transport vehicle",9
2018,"Major Cities","26-39","Female","Motorcyclist",168
2018,"Major Cities","26-39","Female","Other",162
2018,"Major Cities","26-39","Female","Pedal cyclist",313
2018,"Major Cities","26-39","Male","Car",1550
2018,"Major Cities","26-39","Male","Heavy transport vehicle",69
2018,"Major Cities","26-39","Male","Motorcyclist",1514
2018,"Major Cities","26-39","Male","Other",254
2018,"Major Cities","26-39","Male","Pedal cyclist",910
2018,"Major Cities","40-64","Female","Car",1954
2018,"Major Cities","40-64","Female","Heavy transport vehicle",5
2018,"Major Cities","40-64","Female","Motorcyclist",240
2018,"Major Cities","40-64","Female","Other",268
2018,"Major Cities","40-64","Female","Pedal cyclist",466
2018,"Major Cities","40-64","Male","Car",1616
2018,"Major Cities","40-64","Male","Heavy transport vehicle",126
2018,"Major Cities","40-64","Male","Motorcyclist",1834
2018,"Major Cities","40-64","Male","Other",336
2018,"Major Cities","40-64","Male","Pedal cyclist",1849
2018,"Major Cities","65-74","Female","Car",654
2018,"Major Cities","65-74","Female","Motorcyclist",20
2018,"Major Cities","65-74","Female","Other",131
2018,"Major Cities","65-74","Female","Pedal cyclist",65
2018,"Major Cities","65-74","Male","Car",401
2018,"Major Cities","65-74","Male","Heavy transport vehicle",8
2018,"Major Cities","65-74","Male","Motorcyclist",194
2018,"Major Cities","65-74","Male","Other",126
2018,"Major Cities","65-74","Male","Pedal cyclist",286
2018,"Major Cities","75+","Female","Car",720
2018,"Major Cities","75+","Female","Heavy transport vehicle",2
2018,"Major Cities","75+","Female","Motorcyclist",4
2018,"Major Cities","75+","Female","Other",192
2018,"Major Cities","75+","Female","Pedal cyclist",19
2018,"Major Cities","75+","Male","Car",507
2018,"Major Cities","75+","Male","Heavy transport vehicle",1
2018,"Major Cities","75+","Male","Motorcyclist",47
2018,"Major Cities","75+","Male","Other",146
2018,"Major Cities","75+","Male","Pedal cyclist",125
2018,"Major Cities","8-16","Female","Car",213
2018,"Major Cities","8-16","Female","Motorcyclist",24
2018,"Major Cities","8-16","Female","Other",93
2018,"Major Cities","8-16","Female","Pedal cyclist",98
2018,"Major Cities","8-16","Male","Car",194
2018,"Major Cities","8-16","Male","Heavy transport vehicle",3
2018,"Major Cities","8-16","Male","Motorcyclist",120
2018,"Major Cities","8-16","Male","Other",126
2018,"Major Cities","8-16","Male","Pedal cyclist",540
2018,"Regional","0-7","Female","Car",68
2018,"Regional","0-7","Female","Heavy transport vehicle",1
2018,"Regional","0-7","Female","Motorcyclist",4
2018,"Regional","0-7","Female","Other",14
2018,"Regional","0-7","Female","Pedal cyclist",19
2018,"Regional","0-7","Male","Car",70
2018,"Regional","0-7","Male","Heavy transport vehicle",1
2018,"Regional","0-7","Male","Motorcyclist",13
2018,"Regional","0-7","Male","Other",16
2018,"Regional","0-7","Male","Pedal cyclist",36
2018,"Regional","17-25","Female","Car",705
2018,"Regional","17-25","Female","Heavy transport vehicle",5
2018,"Regional","17-25","Female","Motorcyclist",49
2018,"Regional","17-25","Female","Other",30
2018,"Regional","17-25","Female","Pedal cyclist",21
2018,"Regional","17-25","Male","Car",869
2018,"Regional","17-25","Male","Heavy transport vehicle",26
2018,"Regional","17-25","Male","Motorcyclist",579
2018,"Regional","17-25","Male","Other",74
2018,"Regional","17-25","Male","Pedal cyclist",100
2018,"Regional","26-39","Female","Car",580
2018,"Regional","26-39","Female","Heavy transport vehicle",4
2018,"Regional","26-39","Female","Motorcyclist",65
2018,"Regional","26-39","Female","Other",45
2018,"Regional","26-39","Female","Pedal cyclist",47
2018,"Regional","26-39","Male","Car",656
2018,"Regional","26-39","Male","Heavy transport vehicle",42
2018,"Regional","26-39","Male","Motorcyclist",632
2018,"Regional","26-39","Male","Other",77
2018,"Regional","26-39","Male","Pedal cyclist",174
2018,"Regional","40-64","Female","Car",822
2018,"Regional","40-64","Female","Heavy transport vehicle",3
2018,"Regional","40-64","Female","Motorcyclist",116
2018,"Regional","40-64","Female","Other",79
2018,"Regional","40-64","Female","Pedal cyclist",148
2018,"Regional","40-64","Male","Car",820
2018,"Regional","40-64","Male","Heavy transport vehicle",149
2018,"Regional","40-64","Male","Motorcyclist",956
2018,"Regional","40-64","Male","Other",138
2018,"Regional","40-64","Male","Pedal cyclist",356
2018,"Regional","40-64","intersex or indeterminate or missing","Pedal cyclist",1
2018,"Regional","65-74","Female","Car",262
2018,"Regional","65-74","Female","Heavy transport vehicle",1
2018,"Regional","65-74","Female","Motorcyclist",5
2018,"Regional","65-74","Female","Other",34
2018,"Regional","65-74","Female","Pedal cyclist",29
2018,"Regional","65-74","Male","Car",240
2018,"Regional","65-74","Male","Heavy transport vehicle",21
2018,"Regional","65-74","Male","Motorcyclist",121
2018,"Regional","65-74","Male","Other",23
2018,"Regional","65-74","Male","Pedal cyclist",115
2018,"Regional","75+","Female","Car",285
2018,"Regional","75+","Female","Other",35
2018,"Regional","75+","Female","Pedal cyclist",7
2018,"Regional","75+","Male","Car",264
2018,"Regional","75+","Male","Heavy transport vehicle",7
2018,"Regional","75+","Male","Motorcyclist",31
2018,"Regional","75+","Male","Other",35
2018,"Regional","75+","Male","Pedal cyclist",38
2018,"Regional","8-16","Female","Car",155
2018,"Regional","8-16","Female","Motorcyclist",23
2018,"Regional","8-16","Female","Other",27
2018,"Regional","8-16","Female","Pedal cyclist",43
2018,"Regional","8-16","Male","Car",136
2018,"Regional","8-16","Male","Heavy transport vehicle",3
2018,"Regional","8-16","Male","Motorcyclist",175
2018,"Regional","8-16","Male","Other",45
2018,"Regional","8-16","Male","Pedal cyclist",233
2018,"Remote","0-7","Female","Car",11
2018,"Remote","0-7","Female","Pedal cyclist",3
2018,"Remote","0-7","Male","Car",8
2018,"Remote","0-7","Male","Heavy transport vehicle",1
2018,"Remote","0-7","Male","Motorcyclist",3
2018,"Remote","0-7","Male","Other",2
2018,"Remote","0-7","Male","Pedal cyclist",4
2018,"Remote","17-25","Female","Car",104
2018,"Remote","17-25","Female","Motorcyclist",5
2018,"Remote","17-25","Female","Other",6
2018,"Remote","17-25","Female","Pedal cyclist",4
2018,"Remote","17-25","Male","Car",113
2018,"Remote","17-25","Male","Heavy transport vehicle",5
2018,"Remote","17-25","Male","Motorcyclist",57
2018,"Remote","17-25","Male","Other",9
2018,"Remote","17-25","Male","Pedal cyclist",4
2018,"Remote","26-39","Female","Car",106
2018,"Remote","26-39","Female","Heavy transport vehicle",2
2018,"Remote","26-39","Female","Motorcyclist",5
2018,"Remote","26-39","Female","Other",11
2018,"Remote","26-39","Female","Pedal cyclist",5
2018,"Remote","26-39","Male","Car",110
2018,"Remote","26-39","Male","Heavy transport vehicle",5
2018,"Remote","26-39","Male","Motorcyclist",68
2018,"Remote","26-39","Male","Other",14
2018,"Remote","26-39","Male","Pedal cyclist",12
2018,"Remote","40-64","Female","Car",60
2018,"Remote","40-64","Female","Heavy transport vehicle",1
2018,"Remote","40-64","Female","Motorcyclist",8
2018,"Remote","40-64","Female","Other",18
2018,"Remote","40-64","Female","Pedal cyclist",12
2018,"Remote","40-64","Male","Car",95
2018,"Remote","40-64","Male","Heavy transport vehicle",14
2018,"Remote","40-64","Male","Motorcyclist",66
2018,"Remote","40-64","Male","Other",13
2018,"Remote","40-64","Male","Pedal cyclist",7
2018,"Remote","65-74","Female","Car",14
2018,"Remote","65-74","Female","Pedal cyclist",1
2018,"Remote","65-74","Male","Car",21
2018,"Remote","65-74","Male","Motorcyclist",7
2018,"Remote","65-74","Male","Other",2
2018,"Remote","65-74","Male","Pedal cyclist",3
2018,"Remote","75+","Female","Car",6
2018,"Remote","75+","Female","Other",1
2018,"Remote","75+","Male","Car",10
2018,"Remote","75+","Male","Heavy transport vehicle",1
2018,"Remote","75+","Male","Motorcyclist",3
2018,"Remote","75+","Male","Pedal cyclist",2
2018,"Remote","8-16","Female","Car",24
2018,"Remote","8-16","Female","Motorcyclist",4
2018,"Remote","8-16","Female","Other",3
2018,"Remote","8-16","Female","Pedal cyclist",2
2018,"Remote","8-16","Male","Car",35
2018,"Remote","8-16","Male","Motorcyclist",30
2018,"Remote","8-16","Male","Other",4
2018,"Remote","8-16","Male","Pedal cyclist",24
2019,"Major Cities","0-7","Female","Car",97
2019,"Major Cities","0-7","Female","Motorcyclist",3
2019,"Major Cities","0-7","Female","Other",36
2019,"Major Cities","0-7","Female","Pedal cyclist",42
2019,"Major Cities","0-7","Male","Car",103
2019,"Major Cities","0-7","Male","Motorcyclist",7
2019,"Major Cities","0-7","Male","Other",52
2019,"Major Cities","0-7","Male","Pedal cyclist",86
2019,"Major Cities","17-25","Female","Car",1406
2019,"Major Cities","17-25","Female","Heavy transport vehicle",6
2019,"Major Cities","17-25","Female","Motorcyclist",141
2019,"Major Cities","17-25","Female","Other",127
2019,"Major Cities","17-25","Female","Pedal cyclist",110
2019,"Major Cities","17-25","Male","Car",1255
2019,"Major Cities","17-25","Male","Heavy transport vehicle",26
2019,"Major Cities","17-25","Male","Motorcyclist",1210
2019,"Major Cities","17-25","Male","Other",229
2019,"Major Cities","17-25","Male","Pedal cyclist",420
2019,"Major Cities","26-39","Female","Car",1702
2019,"Major Cities","26-39","Female","Heavy transport vehicle",5
2019,"Major Cities","26-39","Female","Motorcyclist",178
2019,"Major Cities","26-39","Female","Other",169
2019,"Major Cities","26-39","Female","Pedal cyclist",288
2019,"Major Cities","26-39","Male","Car",1422
2019,"Major Cities","26-39","Male","Heavy transport vehicle",73
2019,"Major Cities","26-39","Male","Motorcyclist",1542
2019,"Major Cities","26-39","Male","Other",276
2019,"Major Cities","26-39","Male","Pedal cyclist",971
2019,"Major Cities","40-64","Female","Car",2063
2019,"Major Cities","40-64","Female","Heavy transport vehicle",8
2019,"Major Cities","40-64","Female","Motorcyclist",257
2019,"Major Cities","40-64","Female","Other",302
2019,"Major Cities","40-64","Female","Pedal cyclist",470
2019,"Major Cities","40-64","Male","Car",1570
2019,"Major Cities","40-64","Male","Heavy transport vehicle",128
2019,"Major Cities","40-64","Male","Motorcyclist",1854
2019,"Major Cities","40-64","Male","Other",356
2019,"Major Cities","40-64","Male","Pedal cyclist",1924
2019,"Major Cities","40-64","intersex or indeterminate or missing","Car",1
2019,"Major Cities","65-74","Female","Car",650
2019,"Major Cities","65-74","Female","Heavy transport vehicle",3
2019,"Major Cities","65-74","Female","Motorcyclist",20
2019,"Major Cities","65-74","Female","Other",153
2019,"Major Cities","65-74","Female","Pedal cyclist",94
2019,"Major Cities","65-74","Male","Car",428
2019,"Major Cities","65-74","Male","Heavy transport vehicle",11
2019,"Major Cities","65-74","Male","Motorcyclist",194
2019,"Major Cities","65-74","Male","Other",116
2019,"Major Cities","65-74","Male","Pedal cyclist",333
2019,"Major Cities","75+","Female","Car",685
2019,"Major Cities","75+","Female","Heavy transport vehicle",1
2019,"Major Cities","75+","Female","Motorcyclist",6
2019,"Major Cities","75+","Female","Other",181
2019,"Major Cities","75+","Female","Pedal cyclist",18
2019,"Major Cities","75+","Male","Car",562
2019,"Major Cities","75+","Male","Heavy transport vehicle",3
2019,"Major Cities","75+","Male","Motorcyclist",52
2019,"Major Cities","75+","Male","Other",159
2019,"Major Cities","75+","Male","Pedal cyclist",113
2019,"Major Cities","8-16","Female","Car",222
2019,"Major Cities","8-16","Female","Motorcyclist",20
2019,"Major Cities","8-16","Female","Other",83
2019,"Major Cities","8-16","Female","Pedal cyclist",101
2019,"Major Cities","8-16","Male","Car",159
2019,"Major Cities","8-16","Male","Motorcyclist",158
2019,"Major Cities","8-16","Male","Other",140
2019,"Major Cities","8-16","Male","Pedal cyclist",588
2019,"Regional","0-7","Female","Car",43
2019,"Regional","0-7","Female","Motorcyclist",5
2019,"Regional","0-7","Female","Other",7
2019,"Regional","0-7","Female","Pedal cyclist",24
2019,"Regional","0-7","Male","Car",54
2019,"Regional","0-7","Male","Motorcyclist",16
2019,"Regional","0-7","Male","Other",23
2019,"Regional","0-7","Male","Pedal cyclist",42
2019,"Regional","17-25","Female","Car",689
2019,"Regional","17-25","Female","Motorcyclist",50
2019,"Regional","17-25","Female","Other",35
2019,"Regional","17-25","Female","Pedal cyclist",10
2019,"Regional","17-25","Male","Car",798
2019,"Regional","17-25","Male","Heavy transport vehicle",10
2019,"Regional","17-25","Male","Motorcyclist",592
2019,"Regional","17-25","Male","Other",62
2019,"Regional","17-25","Male","Pedal cyclist",107
2019,"Regional","26-39","Female","Car",559
2019,"Regional","26-39","Female","Heavy transport vehicle",3
2019,"Regional","26-39","Female","Motorcyclist",64
2019,"Regional","26-39","Female","Other",35
2019,"Regional","26-39","Female","Pedal cyclist",51
2019,"Regional","26-39","Male","Car",625
2019,"Regional","26-39","Male","Heavy transport vehicle",44
2019,"Regional","26-39","Male","Motorcyclist",538
2019,"Regional","26-39","Male","Other",83
2019,"Regional","26-39","Male","Pedal cyclist",168
2019,"Regional","40-64","Female","Car",866
2019,"Regional","40-64","Female","Heavy transport vehicle",5
2019,"Regional","40-64","Female","Motorcyclist",124
2019,"Regional","40-64","Female","Other",69
2019,"Regional","40-64","Female","Pedal cyclist",124
2019,"Regional","40-64","Male","Car",765
2019,"Regional","40-64","Male","Heavy transport vehicle",148
2019,"Regional","40-64","Male","Motorcyclist",938
2019,"Regional","40-64","Male","Other",102
2019,"Regional","40-64","Male","Pedal cyclist",406
2019,"Regional","65-74","Female","Car",311
2019,"Regional","65-74","Female","Heavy transport vehicle",1
2019,"Regional","65-74","Female","Motorcyclist",12
2019,"Regional","65-74","Female","Other",38
2019,"Regional","65-74","Female","Pedal cyclist",32
2019,"Regional","65-74","Male","Car",240
2019,"Regional","65-74","Male","Heavy transport vehicle",15
2019,"Regional","65-74","Male","Motorcyclist",147
2019,"Regional","65-74","Male","Other",30
2019,"Regional","65-74","Male","Pedal cyclist",99
2019,"Regional","75+","Female","Car",341
2019,"Regional","75+","Female","Heavy transport vehicle",1
2019,"Regional","75+","Female","Motorcyclist",3
2019,"Regional","75+","Female","Other",40
2019,"Regional","75+","Female","Pedal cyclist",9
2019,"Regional","75+","Male","Car",263
2019,"Regional","75+","Male","Heavy transport vehicle",5
2019,"Regional","75+","Male","Motorcyclist",67
2019,"Regional","75+","Male","Other",30
2019,"Regional","75+","Male","Pedal cyclist",34
2019,"Regional","8-16","Female","Car",123
2019,"Regional","8-16","Female","Motorcyclist",31
2019,"Regional","8-16","Female","Other",24
2019,"Regional","8-16","Female","Pedal cyclist",48
2019,"Regional","8-16","Male","Car",114
2019,"Regional","8-16","Male","Heavy transport vehicle",2
2019,"Regional","8-16","Male","Motorcyclist",191
2019,"Regional","8-16","Male","Other",39
2019,"Regional","8-16","Male","Pedal cyclist",267
2019,"Remote","0-7","Female","Car",15
2019,"Remote","0-7","Female","Pedal cyclist",4
2019,"Remote","0-7","Male","Car",6
2019,"Remote","0-7","Male","Motorcyclist",3
2019,"Remote","0-7","Male","Other",6
2019,"Remote","0-7","Male","Pedal cyclist",5
2019,"Remote","17-25","Female","Car",82
2019,"Remote","17-25","Female","Heavy transport vehicle",1
2019,"Remote","17-25","Female","Motorcyclist",4
2019,"Remote","17-25","Female","Other",2
2019,"Remote","17-25","Female","Pedal cyclist",3
2019,"Remote","17-25","Male","Car",104
2019,"Remote","17-25","Male","Heavy transport vehicle",1
2019,"Remote","17-25","Male","Motorcyclist",63
2019,"Remote","17-25","Male","Other",8
2019,"Remote","17-25","Male","Pedal cyclist",10
2019,"Remote","26-39","Female","Car",86
2019,"Remote","26-39","Female","Motorcyclist",7
2019,"Remote","26-39","Female","Other",3
2019,"Remote","26-39","Female","Pedal cyclist",9
2019,"Remote","26-39","Male","Car",78
2019,"Remote","26-39","Male","Heavy transport vehicle",3
2019,"Remote","26-39","Male","Motorcyclist",55
2019,"Remote","26-39","Male","Other",21
2019,"Remote","26-39","Male","Pedal cyclist",8
2019,"Remote","40-64","Female","Car",72
2019,"Remote","40-64","Female","Heavy transport vehicle",2
2019,"Remote","40-64","Female","Motorcyclist",5
2019,"Remote","40-64","Female","Other",15
2019,"Remote","40-64","Female","Pedal cyclist",10
2019,"Remote","40-64","Male","Car",77
2019,"Remote","40-64","Male","Heavy transport vehicle",8
2019,"Remote","40-64","Male","Motorcyclist",53
2019,"Remote","40-64","Male","Other",18
2019,"Remote","40-64","Male","Pedal cyclist",19
2019,"Remote","65-74","Female","Car",13
2019,"Remote","65-74","Female","Other",3
2019,"Remote","65-74","Female","Pedal cyclist",1
2019,"Remote","65-74","Male","Car",13
2019,"Remote","65-74","Male","Heavy transport vehicle",2
2019,"Remote","65-74","Male","Motorcyclist",7
2019,"Remote","65-74","Male","Other",2
2019,"Remote","65-74","Male","Pedal cyclist",2
2019,"Remote","75+","Female","Car",11
2019,"Remote","75+","Male","Car",14
2019,"Remote","75+","Male","Motorcyclist",2
2019,"Remote","75+","Male","Pedal cyclist",1
2019,"Remote","8-16","Female","Car",22
2019,"Remote","8-16","Female","Motorcyclist",5
2019,"Remote","8-16","Female","Other",2
2019,"Remote","8-16","Female","Pedal cyclist",7
2019,"Remote","8-16","Male","Car",22
2019,"Remote","8-16","Male","Motorcyclist",52
2019,"Remote","8-16","Male","Other",5
2019,"Remote","8-16","Male","Pedal cyclist",26
2020,"Major Cities","0-7","Female","Car",100
2020,"Major Cities","0-7","Female","Motorcyclist",2
2020,"Major Cities","0-7","Female","Other",24
2020,"Major Cities","0-7","Female","Pedal cyclist",70
2020,"Major Cities","0-7","Male","Car",77
2020,"Major Cities","0-7","Male","Motorcyclist",5
2020,"Major Cities","0-7","Male","Other",55
2020,"Major Cities","0-7","Male","Pedal cyclist",119
2020,"Major Cities","17-25","Female","Car",1325
2020,"Major Cities","17-25","Female","Motorcyclist",120
2020,"Major Cities","17-25","Female","Other",101
2020,"Major Cities","17-25","Female","Pedal cyclist",125
2020,"Major Cities","17-25","Male","Car",1323
2020,"Major Cities","17-25","Male","Heavy transport vehicle",13
2020,"Major Cities","17-25","Male","Motorcyclist",1125
2020,"Major Cities","17-25","Male","Other",169
2020,"Major Cities","17-25","Male","Pedal cyclist",454
2020,"Major Cities","17-25","intersex or indeterminate or missing","Pedal cyclist",1
2020,"Major Cities","26-39","Female","Car",1379
2020,"Major Cities","26-39","Female","Heavy transport vehicle",6
2020,"Major Cities","26-39","Female","Motorcyclist",151
2020,"Major Cities","26-39","Female","Other",126
2020,"Major Cities","26-39","Female","Pedal cyclist",328
2020,"Major Cities","26-39","Male","Car",1400
2020,"Major Cities","26-39","Male","Heavy transport vehicle",73
2020,"Major Cities","26-39","Male","Motorcyclist",1460
